flair,seg,t1,t1ce,t2
"[0.4515553731637423, 66.31645746164574, 0.9931413152370892, 4834.487934207099, 0.7276644777795196, 91.77144351464435, 19271.635279366754, 3.610710645841592, 4.892443716225329, 0.0019376977011033559, 2.256530930363049, -0.49860850434483406, 0.9804120858417481]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837919, 0.0025582948353897717, 0.008019742745126752, 0.011842775155516842, 0.011869791487933882, 0.010823356177553712, 0.004266791942723654, 0.011603249846496917, 0.01639203042563624, 0.02287105939283489, 0.007130322894495225, 0.01804682589386889, 0.00047285513644037267, 0.01578254322644774, 0.010270455527188513, 0.0017388057659088816, 0.029279383936899276, 0.012336767697662399, 0.030692600984608125, 0.03855215905860696, 0.0077283548385687195, 0.023989399182105936, 0.010342621816979095, 0.009541317092870302, 0.0009894846055068308, 0.03305117443184789, 0.01856299144268948, 0.03589359789983124, 0.04710369496766831, 0.035832427571424325, 0.02284268598493382, 0.03199617534446586, 0.009060621756570068, 0.009012513135176863, 0.015405771575017813, 0.007297372147121879]","[0.31830988618379225, 0.005196990709659274, 0.0028776108351860844, 0.0037932142237568573, 0.010588148738864107, 0.005808975088833115, 0.002476035396193087, 0.006086087364437134, 0.012371800712957615, 0.01612102647749229, 0.00871300836617437, 0.008861335449068385, 0.0017502149894916613, 0.008091069104920013, 0.014468270796761341, 0.011606692860626197, 0.021222156741106606, 0.012164620218318113, 0.014015571689853972, 0.0394928759652692, 0.01168851683326154, 0.009955486854616648, 0.012920281282866758, 0.014720339801035098, 0.01107690569439339, 0.024549041898828505, 0.016603373490025667, 0.02054683357057272, 0.05047349451870237, 0.05336989750860305, 0.028745141821584087, 0.012265411446212836, 0.006486168285250247, 0.018915975171515578, 0.0074884100927069715, 0.0061922022747577035]","[0.5536074980754793, 278.8217573221757, 0.9901781724011378, 14193.985514186263, 0.9915577527325692, 165.192050209205, 56497.12029942287, 1.0165168168287098, 1.026755043162505, 0.003824722664230212, 0.11346893467415253, -0.9353982312044496, 0.9140069085016407]"
"[0.49119542667344585, 157.74543235704323, 0.9874276869271986, 6273.524666606547, 0.7305517606773027, 99.07883542538355, 24936.353234069145, 3.3122555174727095, 4.661804796971413, 0.0019814562914648058, 2.3719689909316832, -0.44442044675618464, 0.9645259738358459]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837899, 0.01859972162296524, 0.0031758346851880406, 0.024972926759233943, 0.029115667169765456, 0.024974378600676844, 0.012610777347399217, 0.023270665683654365, 0.02146846360628594, 0.01793002697944147, 0.015651943001337803, 0.01619834828440646, 0.002595075692353458, 0.024150697483934842, 0.007118785452959928, 0.005520792246693921, 0.035332998317263394, 0.020572989283824825, 0.030687003651424294, 0.03664409031621576, 0.00802373671958055, 0.03221277957527612, 0.016239164866802446, 0.002885671832196357, 0.01427443038570067, 0.033236089925667095, 0.021098070718806608, 0.031937707323961624, 0.04540773431142097, 0.0333358363344029, 0.00823834957641832, 0.04123224284951632, 0.004003723338120614, 0.010571691935711126, 0.01876838871016524, 0.002257602752005458]","[0.31830988618379163, 0.0009235072362956368, 0.000327631873201883, 0.002723890670583377, 0.01777206882237042, 0.01216724535162662, 0.007631280046694386, 0.011962757111831928, 0.00839957491918926, 0.014423441349634476, 0.01532242500619058, 0.014484834025521474, 0.011661952630327321, 0.0038305549826950155, 0.019578764505689437, 0.009729090827296685, 0.02744003364199428, 0.02215952433412935, 0.024722771006171738, 0.02841491605661596, 0.011720049602892052, 0.008994694499550171, 0.01597680713929367, 0.005865974324405902, 0.009262633038802764, 0.03260662148409798, 0.027289863330274198, 0.025116643366751693, 0.03508036133184852, 0.01512571230013392, 0.01788417197487884, 0.01154407414863665, 0.02596722095078593, 0.010582833529956539, 0.011679949056954833, 0.012402125263738309]","[0.5190783776009605, 278.95700836820083, 0.9885950760635647, 12229.674214530156, 0.8775415032730667, 142.38085774058578, 48639.73984975242, 2.162820609480657, 2.673295838406588, 0.0029483919107372953, 1.2538556051022185, -0.5930078869275153, 0.9460246459231207]"
"[0.5181010117229218, 313.5175383542539, 0.9872956177477201, 12338.952501920876, 0.9087077908485541, 142.40948396094842, 49042.292469329244, 1.9967277772959244, 2.319901530335157, 0.00318594987735396, 1.06024197974871, -0.6901278204287016, 0.9556335253519339]","[0.3183098861837928, 0.03070356565146641, 0.055786037393181685, 0.030467268929597786, 0.004352521782086329, 0.05450615699900668, 0.039920701989841545, 0.010915993414149927, 0.03238398545647532, 0.03709825790169291, 0.012990624157739761, 0.04378136832697141, 0.0015864759996159813, 0.015776864723605215, 0.005519548188386251, 0.03332838744666879, 0.05840626401516838, 0.03575364464216594, 0.01735647281122547, 0.024900477068260037, 0.0003343408475775971, 0.018229861909881767, 0.013999681786907253, 0.014281877469873805, 0.02052005790074764, 0.03881521936300777, 0.04218017632098559, 0.01892326505839016, 0.02141713368815127, 0.015922500960359357, 0.016000180513006612, 0.007421514815275224, 0.01966187809629874, 0.02270814587062634, 0.019784535107608105, 0.04250589550803471]","[0.3183098861837893, 0.003133360280615256, 0.006457257248808482, 0.009915366563846622, 0.007936366683216213, 0.004737979638100354, 0.007514986558407371, 0.006247003073934728, 0.015046798288712537, 0.013842063224990483, 0.016051002682729652, 0.011299431211700595, 0.011643916481948206, 0.006648269566135612, 0.017082348618239495, 0.01508474566920664, 0.02022757287431413, 0.01978263012752352, 0.023863334548480355, 0.02639610126156451, 0.01656321251771388, 0.004542108973859566, 0.02226187469665627, 0.0062916146703665635, 0.003118630150779323, 0.024887426743561206, 0.02505817905427037, 0.025152143791521857, 0.03158967432166522, 0.010745555408823756, 0.022092108334362568, 0.010508165620499861, 0.02566587233962604, 0.00995066362932469, 0.01142753423474987, 0.014409575079834373]","[0.31830988618379175, 0.003664784442518793, 0.0037872148538184757, 0.007314458704957414, 0.0039011570994855263, 0.013040579561907732, 0.00934586243500157, 0.007804604778776751, 0.010458865031545044, 0.003490579068170574, 0.02176881866297776, 0.02101465286250931, 0.011875198688796626, 0.009724608087268887, 0.008845509813126144, 0.010189296961752213, 0.007001039639653923, 0.030364413969761344, 0.02858836367206664, 0.007702302306309377, 0.008623615514094834, 0.015275624151830359, 0.009576355357955181, 0.017246531509805037, 0.007095502532853144, 0.012944867915426152, 0.03691002002948512, 0.032102420614361894, 0.007894373622734888, 0.0026982049364873005, 0.0030937445852174867, 0.02103115390378234, 0.013804112358908787, 0.018635182937814115, 0.0030685361860714436, 0.032012863989018966]","[0.5592842913021873, 271.077580195258, 0.9900634359962608, 13640.408298746668, 0.9841270662587249, 155.36380753138073, 54290.555614791425, 1.1097929674175435, 1.1399810495428584, 0.0037654010262210334, 0.21797965916581302, -0.9128183098978785, 0.923338989227167]"
"[0.5099130277357121, 304.4117154811716, 0.9804330638288618, 7778.727155306522, 0.7606097075561776, 104.00509065550906, 30810.496905744927, 3.1833703554677126, 4.38410617115977, 0.002181544124702949, 2.2722460655186607, -0.4732506031003816, 0.9664301206111667]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837918, 0.014541560969654069, 0.01504339057349418, 0.01699712854527595, 0.024635271035606858, 0.013456149231464442, 0.006815240260880936, 0.01783483779522384, 0.011283453304575124, 0.028923506719911684, 0.02058660408321816, 0.006908093086265206, 0.02357158120845507, 0.006928307462607577, 0.005356648344564886, 0.01583962077153978, 0.03412488804863526, 0.012615373089365885, 0.01695393459666096, 0.024645099472886962, 0.019189223087059015, 0.010720942950867531, 0.017808010229260735, 0.018410390501114097, 0.010545273266513382, 0.052493976039090076, 0.03022007872695864, 0.025610081799603952, 0.03172255449226847, 0.027977479532845368, 0.01194217473619801, 0.016731916137692197, 0.025616587677773733, 0.014287323061715877, 0.015444106298691775, 0.015891056453261276]","[0.3183098861837893, 0.0010765971864234913, 0.004847313521933432, 0.0029507565100927316, 0.0005845899955965236, 0.013689291944380018, 0.008285936532278814, 0.00355494113147336, 0.008135190490770914, 0.0007110341229323699, 0.019881976237676815, 0.00796752917918366, 0.009588968570647914, 0.005425626370620538, 0.007892494744773753, 0.0039016641031011747, 0.0028257960282587393, 0.0268996577605395, 0.013238694563019777, 0.01876607893685243, 0.008061453019009056, 0.00947366492097609, 0.009146452027470608, 0.0010279754033056874, 0.007166644679483568, 0.0053338765087771805, 0.032807662472206754, 0.017487418724991922, 0.027263080688456814, 0.010375120611868717, 0.004011047753230485, 0.016102419137492552, 0.012679789803450227, 0.002255797390929343, 0.0128446200882718, 0.03799246371087242]","[0.5495901591212796, 235.95352161785215, 0.9904779973821124, 12389.91056222755, 0.9201792736261436, 138.9497907949791, 49323.68872729235, 1.7652205536934609, 2.055099539203807, 0.0032625437229075504, 0.9151072656451353, -0.6758079773748734, 0.9366198545399077]"
"[0.47447797873398423, 292.10529986052995, 0.9798051754122117, 7232.18215119245, 0.7391166453081642, 103.1778940027894, 28636.623304909263, 3.481896899718459, 4.79588872257458, 0.002055847856929243, 2.417483417424638, -0.47440147360461454, 0.9743420767375123]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618379147, 0.014822370589139221, 0.0036218769408183932, 0.014383676772157052, 0.009452643644656441, 0.023967627195124384, 0.014161338800045345, 0.012313683220328508, 0.015934388538595537, 0.010248558593860488, 0.02094401706844912, 0.005618377550799505, 0.009020443388579573, 0.0070166608371728945, 0.011386859510923336, 0.0063074659030403265, 0.006016456585005494, 0.016012510343131107, 0.015052530282702835, 0.009227971526039649, 0.010363365883391163, 0.005527864929041712, 0.012470624566719858, 0.020817733302136106, 0.010724370812275558, 0.012664249217621866, 0.01750874421349688, 0.03274137253482276, 0.021497212875682223, 0.026736040214006152, 0.00151341473131449, 0.017844885369462864, 0.011793428741117796, 0.018960776649030568, 0.011385359740042894, 0.024157742120867978]","[0.3183098861837917, 0.00888895261257342, 0.0011912161642682341, 0.0055444924504262205, 0.009501863736583056, 0.018390472966186334, 0.010782488153113024, 0.007959886007668174, 0.016708588271040836, 0.011874175542085436, 0.017928535150969212, 0.02963092759838661, 0.016608851691991368, 0.013273625157263897, 0.010561364883048558, 0.01686181405070278, 0.017149133234394872, 0.020023718567035685, 0.023723212499472707, 0.006469106201489122, 0.011065713673622985, 0.011847181677089412, 0.02038467010021668, 0.01599465192381554, 0.019214619162783317, 0.019910723440141113, 0.024899663430856908, 0.03195299104161401, 0.026291582212333565, 0.00761005684578454, 0.0024561146197268377, 0.011017621851701518, 0.026888923686209026, 0.010115267903985665, 0.017602465122920612, 0.024447160565108702]","[0.544583107053205, 182.70627615062762, 0.9932210413708834, 13475.984007771207, 0.9577892516516566, 153.79201534170153, 53721.229754934204, 1.428174423710322, 1.5507174716882468, 0.0035512105717608725, 0.5303114697475447, -0.7952579528228549, 0.9332277784129304]"
"[0.5696977339709176, 302.9671548117155, 0.9886115109621701, 13301.46403993247, 0.9817037523081615, 148.82430264993027, 52902.889004918135, 1.1195831300457706, 1.1524023930815843, 0.003747339091625018, 0.25032233170817036, -0.8918149478091001, 0.9184309676828125]","[0.31830988618379064, 0.060257001831861536, 0.03547086591993755, 0.048936764331430356, 0.03679911439163335, 0.03186628358708622, 0.05798963412836229, 0.03360493315175104, 0.017342821109696812, 0.03966195466934172, 0.019056142313723726, 0.02869816426278152, 0.006231512713048448, 0.027940451596758377, 0.027619473432231742, 0.023513883164803358, 0.05824040440957531, 0.015455529162089797, 0.02193822491295377, 0.03172268920855786, 0.012990004109484117, 0.04701791158793273, 0.019592329485842566, 0.02523642634424197, 0.0061318747038528, 0.013334075938036514, 0.04843580033298941, 0.031880325499028674, 0.04160326516126005, 0.03157017605504884, 0.031067671436162066, 0.011423682688563482, 0.04353056917373724, 0.01741718208244196, 0.02216877128507314, 0.013737615923803596]","[0.31830988618379225, 0.0053533700218153955, 0.0008286429870455324, 0.006195779098017916, 0.010250964972453343, 0.007200819062351094, 0.0009409331878347528, 0.01106365517917856, 0.0009252720728156331, 0.016090472910740977, 0.010022778243537301, 0.018067586490847658, 0.0031007380470140095, 0.0174310810225492, 0.002332364507192973, 0.010385674215154586, 0.024271569644618535, 0.014566508436387692, 0.02437435563814428, 0.013102166750215966, 0.004814841993678089, 0.02534396836438526, 0.0032319514177144796, 0.01697038945026404, 0.01403158839276966, 0.03342635948262512, 0.02002699869774897, 0.034747697339538114, 0.015250773711399221, 0.059647184299380804, 0.008139626295211835, 0.03474130583990713, 0.0029285828738033013, 0.02419408520102313, 0.023363546859028056, 0.012616873365968156]","[0.31830988618378975, 0.007742584028156329, 0.0026461217824378454, 0.0030762733079379174, 0.01617321348061974, 0.009605155906791925, 0.004769891101468399, 0.0055410357242298095, 0.007258901740896981, 0.025727158990366407, 0.01509928807089363, 0.017826174070550007, 0.0075368449651469415, 0.008900160821196922, 0.010028884981597522, 0.007244022337223869, 0.03621782028418191, 0.020825935262522417, 0.026116649597639464, 0.02831778839456023, 0.011335573257281299, 0.013816770907185161, 0.012662244117631767, 0.012287193258614215, 0.020934333063722974, 0.04635105503187656, 0.025632701347203322, 0.034801602976313226, 0.03691237758968103, 0.019169007720668717, 0.016486734961758048, 0.020733896070461038, 0.01509149899484539, 0.019982499208912333, 0.027737124787937897, 0.009149718275699317]","[0.5760399427433772, 309.07395397489535, 0.9885682332323151, 13518.205901846522, 0.9924993072018303, 150.9671548117155, 53763.74965341117, 0.9606104296685027, 0.9692141565688571, 0.0038321825166607684, 0.09099857938009225, -0.9415166655589118, 0.906470443415764]"
"[0.4811838930734759, 283.6542189679219, 0.9870600826363278, 10960.433942347227, 0.7693462783415692, 136.1244421199442, 43558.08155042098, 3.0546672130106605, 4.124997479881399, 0.002221311366108981, 2.1089511946295225, -0.47793810047636887, 0.961780471785551]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618379225, 0.0038025334470519947, 0.012829715822414477, 0.02032304596217809, 0.005745267975241163, 0.006980504074456789, 0.01168081218005782, 0.020227124684506183, 0.020130271800587303, 0.016699626025978524, 0.009030805727614, 0.017074919607337282, 0.009523291492434968, 0.014728700516054967, 0.009274827835003248, 0.017523981370254373, 0.026061869784976856, 0.01715788317072403, 0.00944428028757494, 0.020965592644903986, 0.01361759971427518, 0.011044006459871365, 0.004770936569558013, 0.0009316076178337277, 0.01227412077131699, 0.02894639775742953, 0.01901032714997139, 0.010544943538421824, 0.004745897326428878, 0.01815341910901582, 0.02147890060534762, 0.010061683224233951, 0.009178764430940244, 0.012110022486612802, 0.020098997602324177, 0.00512796317848842]","[0.3183098861837896, 0.007315127007344773, 0.009526087190390444, 0.006194990197461685, 0.015070022969908793, 0.009200655344470328, 0.015203883065792905, 0.009071857781756874, 0.004254416768596201, 0.023411900676044754, 0.014189427756091604, 0.009848629294218094, 0.019588238765253584, 0.010014466786013488, 0.007041635665784875, 0.016801364879898847, 0.03185246612615752, 0.019735211062636586, 0.0146487970692594, 0.02447273204553456, 0.021738368059998098, 0.009032223767525301, 0.012292329709700832, 0.015470930177120455, 0.008916572398110825, 0.03890234752391338, 0.02572244695431453, 0.019797748177015892, 0.029992245026626785, 0.028862943552047146, 0.02067144374209398, 0.010915112121240826, 0.021105776531504625, 0.008945984609408044, 0.014394864601917027, 0.01536469008802812]","[0.5688425584504825, 310.3205718270573, 0.9887307184690478, 13768.427515753294, 0.9929485889389147, 155.68880753138077, 54763.3894911861, 0.9688358749366786, 0.976192918172383, 0.0038359546032691602, 0.08793412476162771, -0.9373896456828319, 0.9062821441688887]"
"[0.5125828490725831, 254.00024407252442, 0.9900790044132529, 12801.146913714118, 0.8843876410843141, 148.6066248256625, 50950.58741078393, 2.102414690575853, 2.53994668694959, 0.0029928432524325642, 1.209545042017097, -0.6131098644440156, 0.9455929840384458]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618379163, 0.004199151971677056, 0.013594558012744186, 0.007930938206524648, 0.011311052583609081, 0.003255160463026032, 0.006957230984155953, 0.003281300694385575, 0.031045039323045528, 0.017403738850437892, 0.00824473526546839, 0.008590855001754353, 0.001830164429252595, 0.004547405613029637, 0.03432440656959043, 0.00797684014135776, 0.02653879323073297, 0.008797561546701842, 0.012474470198587845, 0.026475278255914385, 0.010996403834250547, 0.006780136698589004, 0.03848437527317534, 0.0088884577770564, 0.012049203326732812, 0.031764043307277945, 0.011137340971210828, 0.015929217500277634, 0.031614519259522106, 0.02742939398819373, 0.03677468795303345, 0.009583650360565561, 0.035456957058124135, 0.010309473528502191, 0.009542487798685762, 0.0051197473460983895]","[0.31830988618378975, 0.008408826801278226, 0.00626391616581616, 0.003928074181860292, 0.017156398258848803, 0.009045705517603007, 0.009187420054646511, 0.00549312388631507, 0.001355860513445809, 0.02628891234518898, 0.014753749737787097, 0.01182891081910586, 0.009923961234295774, 0.00533245673398473, 0.0040436825090334385, 0.023131998275455944, 0.03520352120653818, 0.021750238221856986, 0.017103529346497472, 0.02917847881313267, 0.007187636000493402, 0.0029748972402604892, 0.009997377579358547, 0.025028766813853093, 0.006022794900334815, 0.042242346142744115, 0.029839004111921114, 0.023038022525378662, 0.037237479334186724, 0.03832917647579523, 0.00018858182505303468, 0.005361098104853775, 0.020057218359118972, 0.023050337902937975, 0.007285212162232358, 0.004021917813589895]","[0.5506643750218836, 241.99351464435148, 0.9910762988559076, 13559.032890997169, 0.9626623977224988, 154.03769177126918, 53994.13804934433, 1.3374833140395088, 1.4371863242952632, 0.003587223689633279, 0.4639955299865822, -0.7998548833724717, 0.9234482828971534]"
"[0.5751944063916947, 334.55871687587165, 0.9877389093230291, 13643.105890418534, 0.9948048270856746, 152.77189679218966, 54237.86484479827, 0.9224538952203898, 0.9276491532399157, 0.0038506113158934875, 0.04757343862048252, -0.9474061874714074, 0.9009623513468601]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.31830988618378975, 0.003885699544322542, 0.002278484262947736, 0.002716353507649004, 0.007425698879487015, 0.006782054663797967, 0.002798017499587319, 0.004559258997827297, 0.006862545969238721, 0.01035071135627819, 0.011531324431619545, 0.026893471428133052, 0.0015198092208073216, 0.006680446307482811, 0.007383561571175828, 0.011596757713822788, 0.012604060622302068, 0.01709466732646266, 0.035666200328499285, 0.006033413151172085, 0.002682060769157151, 0.009665463051794942, 0.007560794306589493, 0.011498392872238446, 0.00961008676896885, 0.014547258354978988, 0.022279367662564643, 0.042310342214092446, 0.008077677921050862, 0.012422132294221504, 0.010840332062944966, 0.014175362585065316, 0.013085079655570554, 0.008470451731008698, 0.01641664094474025, 0.009642645047182619]","[0.31830988618378975, 0.0037496778149369962, 0.0022735900830401215, 0.002714086480904433, 0.007147972494420432, 0.006780520249343579, 0.0027742021095887846, 0.0045435098831571544, 0.0068651063433678005, 0.00992056494352309, 0.011528932909949515, 0.026902839654157924, 0.0014556792975260477, 0.006637221766397824, 0.007425148521802933, 0.011566097555214363, 0.012008255910087504, 0.01708843375098546, 0.03567609495476568, 0.006048121961916453, 0.002813199761223455, 0.009590238926584413, 0.007581023272658773, 0.011415284557685269, 0.00959803335326326, 0.013776911766808633, 0.02226015082310747, 0.04231245401381059, 0.00808281612934711, 0.012400680019327525, 0.011070000479195588, 0.014082515208459129, 0.012863867200885172, 0.008300049756771462, 0.016350363120981905, 0.009651249447709311]","[0.5750906339296309, 335.03734309623434, 0.987720074204801, 13641.668063956033, 0.9946315116247004, 152.75770571827056, 54231.63491272791, 0.9255900198463483, 0.930959615383308, 0.003849254435327969, 0.05101369415946467, -0.9459138583856845, 0.901061624368463]"
"[0.5406985752345401, 230.90711297071132, 0.9903082661553771, 11912.580177736432, 0.9127626666843281, 134.00059274755927, 47419.41359797501, 1.9140856063211504, 2.2174414848209953, 0.0032102872364562106, 1.018928517191913, -0.6945363984518776, 0.9515927003053047]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837896, 0.01859037837238136, 0.0004367464491350546, 0.009291557590180317, 0.012768204492465558, 0.01894270090945202, 0.017842417946651968, 0.017843174463444255, 0.01531791273187474, 0.004889425263210572, 0.019880336729875592, 0.016630258366483876, 0.009439467789020453, 0.01310135838112817, 0.0103405914813011, 0.007614538847089578, 0.01786879516972233, 0.023704194688775222, 0.02727977745588183, 0.015151490455171978, 0.0001308739646864611, 0.0034136726119698476, 0.0005458871811638482, 0.008048624784395768, 0.005245566180667762, 0.004109957107891312, 0.022602988931229428, 0.01321514139901574, 0.025742336465363162, 0.016526040621154356, 0.00453521497363623, 0.006446335304724627, 0.005106506329012429, 0.01688634052360091, 0.002124352167587805, 0.030801877135822088]","[0.3183098861837894, 0.01245393949731458, 0.003674103237425596, 0.004143602369839598, 0.011558272431522569, 0.006146262950351065, 0.0154969945507235, 0.004755537126982293, 0.0033121451187644924, 0.020051009320690222, 0.0035366545012945638, 0.01783232364051646, 0.013140517187388932, 0.006506160067662048, 0.010252499367657188, 0.009534212115864537, 0.03283640532557324, 0.0078118024901909075, 0.024841001647388068, 0.007532716110720036, 0.020971458683661688, 0.009736341883725609, 0.00822803435931402, 0.021866769104725323, 0.004783499096269068, 0.0384887056941699, 0.0032998921600874823, 0.0274489788036143, 0.009420717998242706, 0.043947382436330513, 0.030303411116241977, 0.019436155281372946, 0.00782735853259565, 0.024318151646952932, 0.007544478465737726, 0.015919711582293876]","[0.5653575049748192, 303.5484658298466, 0.9884790388455051, 13173.747474680637, 0.9643263471809667, 146.3844839609484, 52391.44143289271, 1.287321187130603, 1.3790728613137457, 0.0036027813104129187, 0.4438171740138228, -0.7976305671094427, 0.9162636627806386]"
"[0.5756216816300282, 456.8700139470014, 0.9804223018708876, 11668.123875799898, 0.9418492906441247, 127.3365760111576, 46215.62548925259, 1.5604600528178052, 1.731339349800118, 0.0034404962491808135, 0.7444123989671904, -0.7453356377056504, 0.9338974480329723]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3183098861837893, 0.004396543155036007, 0.00829849083282671, 0.004054181791626045, 0.009485931121291993, 0.014086094738157327, 0.012944980886424044, 0.005509320111753505, 0.006308003842093786, 0.01582035461434585, 0.022322486626862474, 0.018349027051869256, 0.01620696907204515, 0.004986054939428635, 0.009256856439101048, 0.0075765483614934565, 0.023607198687733966, 0.03133235009191121, 0.024865626022684738, 0.004952040974565331, 0.017508412879054438, 0.0040401699586361094, 0.012451928640683287, 0.013229379506827075, 0.015045016886633933, 0.03242369512731429, 0.04014780772043783, 0.030169654802292247, 0.004723169463303384, 0.020441475046690256, 0.01646424636290422, 0.011565140707278267, 0.015687862609082344, 0.024575721784926077, 0.022798629267368992, 0.011568214707530323]","[0.3183098861837893, 0.0034534036133129315, 0.00826360221240203, 0.004038782965760251, 0.007546905732399852, 0.014110991366510313, 0.012761788308348954, 0.00553647475699391, 0.006384811599756091, 0.012794182286402233, 0.022451950734554842, 0.01828503608471762, 0.01566037351630694, 0.005136550737371461, 0.009296686216982136, 0.007341539631224581, 0.01939478575297743, 0.03164123875028037, 0.0245482048506717, 0.004993445060828115, 0.016254699348709472, 0.004200153627475258, 0.012356227268677751, 0.012585238693992452, 0.015115210545468947, 0.026964781565206937, 0.04068296459115339, 0.02933954455216033, 0.0052548118785854464, 0.020556611987714014, 0.014021220074732168, 0.011209691816631095, 0.01531075290222348, 0.02351404599749984, 0.023154963203873016, 0.011600436740880836]","[0.601540906888204, 317.8302649930265, 0.9875627138910538, 12777.315815079866, 0.994467029476124, 137.10721757322173, 50791.43299532644, 0.8894944320248539, 0.8950732325827337, 0.0038478891632877377, 0.056340672878954265, -0.9437484014247476, 0.893307017631467]"
